,question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,label
116,What is the company name?,"Founded in 2001, Delek US Holdings, Inc. (NYSE: DK) is a downstream energy company with assets in petroleum refining, logistics and convenience store retailing.",Delek US,2017Delek AR1 final smaller file size.pdf,[2],0.0,2017,Delek US,TEXT,"[""Founded in 2001, Delek US Holdings, Inc.
(NYSE: DK) is a downstream energy company
with assets in petroleum refining, logistics
and convenience store retailing.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
117,What is the company name?,"From 2020, with the addition of a full year of production from the electrified Johan Sverdrup field, we expect the CO₂ intensity to improve. As such, and due to several identified CO₂ emission reduction measures in Norway, the 2030 CO₂ intensity ambition has been moved forward to 2025. ",Saipem SpA,ANNUAL REPORT 2017.pdf,[2],0.0,2017,Saipem SpA,TEXT,"[""Board of Directors and auditors of Saipem SpA""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
118,What is the company name?,"From a financial, operational and strategic perspective, 2017 was a strong year for Xcel Energy.",XCEL,Xcel_Energy-AR2017.pdf,[3],0.0,2017,Xcel Energy,TEXT,"[""From a financial, operational and strategic perspective, 2017 was a strong year for Xcel Energy.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
119,What is the company name?,GAZPROM GROUPS SUSTAINABILITY REPORT 2018,Gazprom ,sustainability-report-en-2018.pdf,[1],0.0,2018,GAZPROM,TEXT,"[""GAZPROM GROUPÂ´S SUSTAINABILITY REPORT 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
120,What is the company name?,"Grupa LOTOS S.A. is the second largest fuel producer in Poland. The Company's refinery in Gda„sk is among the newest, the most advanced and most environmentally-friendly plants of this type in Europe. In 2019, the refinery operated at full capacity, having processed 10.7m tonnes of crude oil.",LOTOS Group,2_LOTOS_Group Directors Report 2019.pdf,[5],0.0,2019,LOTOS ,TEXT,"[""Grupa LOTOS S.A. is the second largest fuel producer in Poland. The Company's refinery in GdaÅ„sk is among the newest, the most advanced and most environmentally-friendly plants of this type in Europe. In 2019, the refinery operated at full capacity, having processed 10.7m tonnes of crude oil.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
121,What is the company name?,"Health and working environment A healthy, inclusive and safe working environment is important to ensure safe and efficient operations. To maintain a good working environment in the long term, we systematically monitor trends related to illness, and especially work-related illness. A significant contributor to the latter has been psychosocial aspects and these have therefore been actively managed and monitored ",Aker BP,Aker-BP-Sustainability-Report-2019.pdf,[1],0.0,2019,Aker BP,TEXT,"[""AkerBP""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
122,What is the company name?,"Health and working environment are integral parts of our efforts to safeguard people by focusing on risk management of factors such as chemicals, noise, ergonomic workplace and psychosocial aspects. To reduce downsides and realise sustainable and lasting upsides, we monitor and manage psychosocial aspects on an ongoing basis. As our international presence develops, the company is presented with different sets of security risks that we need to manage. The security threat landscape has evolved significantly since we launched our five-year security roadmap in 2015. Equinor faces a high threat of targeted terrorist attacks in some locations, furthermore, criminal violence is a concern for staff at some of the assets and offices. Worldwide there is a high threat of cyber-attacks, and this is expected to continue to grow. Against this backdrop, we continue to address these threats through a strengthened security culture and organisation which seeks to manage all security risks to our people, assets and information.",Cenovus Energy,Cenovus Annual Report 2019.pdf,[1],0.0,2019,Cenovus Energy,TEXT,"[""cenovus ENERGY""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
123,What is the company name?,"High value: We deliver energy to millions of people and create value for our shareholders. Through our core business and supply chain, we create economic value and opportunities for society and communities. We provide jobs and develop capabilities among our own employees and beyond our company. ",Transocean Ltd,Transocean_Sustain_digital_FN_4 2017_2018.pdf,[1],0.0,2017/2018,Transocean,TEXT,"[""Transocean Sustainability Report 2017/2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
124,What is the company name?,"However, to learn and improve our business activities we evaluate near-misses and undesirable conditions with respect to the potential for major accidents under slightly different circumstances. Last year we identified two conditions with major accident potential. A pressure vessel valve at the Hammerfest LNG plant in Norway had weaknesses that could have resulted in a situation of overpressure, a large hydrocarbon leakage and subsequent ignition. And a blowout preventer at the Gullfaks C platform offshore Norway had internal damage and design issues that could have caused a well control situation developing into a blowout.",Total SA,NYSE_TOT_2016 annual.pdf,[1],0.0,2016,Total,TEXT,"[""TOTAL""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
125,What is the company name?,Human rights in the supply chain The supply chain continues to be an important focus area for our human rights efforts in Equinor. ,Devon,NYSE_DVN_2017.pdf,[8],0.0,2017,Devon,TEXT,"[""A Delaware corporation formed in 1971, and publicly held since 1988, Devon (NYSE: DVN) is an
independent energy company engaged primarily in the exploration, development and production of oil, natural gas
and NGLs. Our operations are concentrated in various North American onshore areas in the U.S. and Canada.
Additionally, we control EnLink, a publicly traded MLP with an integrated midstream business with significant size
and scale in key operating regions in the U.S. For additional information regarding our control of, and ownership
interest in, EnLink and its indirect general partner, the General Partner, see Note 20 in ""Item 8. Financial Statements
and Supplementary Data"" of this report.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
126,What is the company name?,"I am safety expectations at all organisational levels were launched in 2019, this to enhance employee engagement and more active risk management. The aim is to ensure a more consistent behavioural pattern across the company. ",Fugro NV,FUGRO_JV2019_Clickable.pdf,[6],0.0,2019,Fugro,TEXT,"[""In 2019, we made significant progress with the implementation of our Path to Profitable
Growth strategy, supporting the continued recovery of our results. Our marine business
performed significantly better, supported by higher activity levels. In a rapidly changing
world, there are ample opportunities for Fugro to contribute to the safe, reliable,
sustainable and efficient development and operation of our clients""™ assets. Not primarily
through technology or equipment, but by making the most of our people's knowledge,
experience and insight.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
127,What is the company name?,"Implemented new strategy for diversity and inclusion Started up 6 fields, including Johan Sverdrup generating annually 2,700 manyears Successful bid for Empire Wind, with total investments of USD3 billion. Will power over 500,000 homes in New York.",Cenovus Energy,Cenovus Annual Report 2012.pdf,[1],0.0,2012,cenovus ENERGY,TEXT,"[""cenovus energy 2012 annual report""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
128,What is the company name?,Implementing Equinor human rights project ambitions ,Adani,Adani Groupl Adani Enterprises Sustainability Report 2019.pdf,[4],0.0,2018-19,Adani Enterprises Ltd.,TEXT,"[""Sustainability Report FY 19 is a formal and transparent communication of the Sustainability performance of Adani Enterprises Ltd.: Mining Business to its stakeholders. The report has been prepared in accordance with the GRI Standards: Core option. Additionally, environmental performance reflected in the report has been calculated using the factors and values provided in the Green House Gas (GHG) Protocol and Inter-Governmental Panel on Climate Change (IPCC). Various national and local rules, regulations and guidelines have also been followed to assist in AEL- Mining business's environmental and social footprint evaluation. The report contains disclosure for the prioritized material issues- details of which have been provided in the chapter titled 'Stakeholder Engagement and Materiality Assessment.'""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
129,What is the company name?,"In 2018 we became one of the founding patrons of the UN Global Compact Action Platform for Sustainable Ocean Business. The platform is a three-year global programme that brings together business, civil society, the UN and governments to advance the ocean economy and sustainable development. In 2019, Equinor contributed to the development of the Ocean Opportunities Report and UN Global Compact Principles for Sustainable Ocean Business, launched in September 2019. Equinor has signed up to these nine principles.",Chesapeake energy,Chesapeake 2018 Corporate Responsibility Report.pdf,[1],0.0,2018,Chesapeake energy,TEXT,"[""Chesapeake energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
130,What is the company name?,"In 2018, the Board of Directors adopted the TATNEFT Group Strategy until 2030, accumulating the Company's ambitious goals based on the previously approved Strategy 2025 that already confirmed its effectiveness at the early stages keeping a steady focus on ensuring a long-term growth in shareholder value. The updated goals are aimed at maximizing business efficiency and return on existing assets. Our priorities are to further strengthen the resource and technological potential, develop innovative forms of production process management and organization, improve margins across all business segments, and sustain a strong position of financial stability and growth of the Company.",Tatneft,PJSC Tatneft annual report 2018.pdf,[19],0.0,2018,TATNEFT,TEXT,"[""In 2018, the Board of Directors adopted the TATNEFT Group
Strategy until 2030, accumulating the Company's ambitious goals
based on the previously approved Strategy 2025 that already
confirmed its effectiveness at the early stages keeping a steady
focus on ensuring a long-term growth in shareholder value. The
updated goals are aimed at maximizing business efficiency and
return on existing assets. Our priorities are to further strengthen
the resource and technological potential, develop innovative forms
of production process management and organization, improve
margins across all business segments, and sustain a strong
position of financial stability and growth of the Company.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
131,What is the company name?,"In 2019, Equinor announced a new partnership with the Aberdeen Science Centre focusing on digitalisation and new technology. Equinor continues its support for NASA in Aberdeen and TechFest. In 2019, participation in the joint Heroes of Tomorrow event with TechFest was doubled to over 400 young people. ",Devon,NYSE_DVN_2016.pdf,[8],0.0,2016,Devon,TEXT,"[""A Delaware corporation formed in 1971, Devon is an independent energy company engaged primarily in the
exploration, development and production of oil, natural gas and NGLs. Our operations are concentrated in various
North American onshore areas in the U.S. and Canada. Additionally, we control EnLink, a publicly-traded MLP
with an integrated midstream business with significant size and scale in key operating regions in the U.S. For
additional information regarding our control of, and ownership interest in, EnLink and its indirect general partner,
the General Partner, see Note 2 in ""Item 8. Financial Statements and Supplementary Data"" of this report.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
132,What is the company name?,"In 2019, the Enel Group continued its growth, hitting all the targets we had set ourselves, despite the deterioration in the competitiveness of conventional generation. This prompted us to write down almost all the Group's coal-fired plants and contributed to the continuing instability in some Latin American economies.",Enel,Enel SpA Annual Report 2019.pdf,[7],0.0,2019,Enel Group,TEXT,"[""In 2019, the Enel Group continued its growth, hitting all the targets we had set ourselves, despite the deterioration in the competitiveness of conventional generation. This prompted us to write down almost all the Group's coal-fired plants and contributed to the continuing instability in some Latin American economies.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
133,What is the company name?,"In 2019, we continued to hold training sessions with select groups, focusing on identifying and managing human rights risks and impacts from our activities and throughout our supply chain. This year, more than 400 employees were trained through a full-day classroom course on Supply Chain Management Ethics, anti-corruption and human rights. This included all safety and sustainability leaders in the business area Technology, Projects and Drilling; the procurement teams in, amongst others, Brazil and Nicaragua; and for personnel involved in supply chain activities at Krst, Norway. Furthermore, personnel from select suppliers in Brazil joined a two-hour training session on human rights in the supply chain. Additionally, Shift Project has delivered a full-day training with over 30 representatives from the Legal function. In total, over 500 employees attended classroom-based targeted training sessions.",CR Power,China Resources Power Holdings Co Ltd Annual Report 2018.pdf,[13],0.0,2018,CR Power,TEXT,"[""While the Chinese power industry is facing imminent challenges,
opportunities also arise. In 2018, CR Power actively responded to
changes caused by power reform and industrial transformation,
accelerated the development of renewable energy, disposed of
inefficient assets, and actively promoted business innovation and
transformation.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
134,What is the company name?,"In 2019, we focused our efforts towards targeted groups and areas, to further improve the effectiveness of our actions. We experienced increased openness to address risks and dilemmas, more active engagement and reflection around company values, and demand for more training to tackle challenges. We consider all these behaviours to be indicators of improvements in embedding a rights-respecting culture.",EnLink,2019_EnLink_Sustainability_Report_-_Issued_May_7_2020.pdf,[4],0.0,2019,EnLink,TEXT,"[""In 2019, EnLink increased
employee focus on sustainable
business practices through the
development and successful
deployment of an employee
education campaign led by
our Sustainability Steering
Committee. We""™ve taken
several steps in further
advancing our goals, including
adding two new directors to our
Board of Directors, increasing
our diversity of experience,
gender, age, and ethnicity.
One of our new directors
brings sustainability experience,
having created a corporate
responsibility committee as a
director at another publicly
traded company.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
135,What is the company name?,"In defining and implementing its strategic vision, Enel carefully integrates and combines all relevant factors: economic-financial, environmental, social and governance-related.",Enel,Enel SA sustainability-report-2017.pdf,[5],0.0,2017,Enel,TEXT,"[""In defining and implementing its strategic vision, Enel carefully integrates and combines all relevant factors: economic-financial, environmental, social and governance-related.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
136,What is the company name?,"In our onshore US operations, significant environmental aspects are related to water sourcing and usage for the hydraulic fracturing process, robust well design and operational procedures to minimise impacts to the environment, and waste management for drill cuttings and produced and flowback water.",Lundin Energy AB,sr_2019_e.pdf,[1],0.0,2019,Lundin Petroleum,TEXT,"[""Lundin Petroleum ""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
137,What is the company name?,"In our opinion the Ethics Helpline reporting works well. Based on a review of the reported concerns and the number of reports received through the Ethics Helpline in 2019, we do not see any immediate need for an adjustment to the management approach. However, we work continuously with improving our processes. ",RWE,RWE-csr_overall-report-2019.pdf,[26],0.0,2019,RWE AG,TEXT,"[""The Executive Board of RWE AG has approved the report for publication.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
138,What is the company name?,"In our supply chain work, we focused more deeply on mitigation, and saw specific actions being defined and progressed based on our targeted worker-based reviews. Until meaningful leading and performance indicator are created, our progress and performance will be assessed on anecdotal evidence. ",Cenovus Energy,Cenovus Annual Report 2016.pdf,[1],0.0,2016,Cenovus Energy,TEXT,"[""cenovus ENERGY""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
139,What is the company name?,"In support of combatting plastic pollution of the oceans we participate in an initiative together with the International Association of Oil and Gas Producers (IOGP), national and EU authorities for assessing the use, regulation, limitations and possible substitution of chemicals factually or potentially containing microplastic. Use of water-soluble products containing microplastic are not allowed in our operations, and we enforce strict restrictions on use of products containing microplastic in oil-based fluids, i.e. fluids not discharged to nature. We share the general concern related to plastic pollution of the ocean and continue the work to identify and substitute chemicals we use that contain microplastics.",LUKOIL,LUKOIL_ANNUAL_REPORT_2018_ENG.pdf,[1],0.0,2018,LUKOIL,TEXT,"[""LUKOIL""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
140,What is the company name?,In the vicinity (5 – 20 km)3 - of protected areas - of areas high biodiversity value ,AES Corporation ,AES Corporation Climate Scenario Report 2018.pdf,[4],0.0,2018,The AES Corporation,TEXT,"[""The AES Corporation (AES) strives every day to improve our customers""™ lives by providing reliable and affordable access to power while setting the bar for innovation in the industry.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
141,What is the company name?,Inside - protected areas - areas of high biodiversity value ,EDF,EDF-urd-annual-financial-report-2019-en-2.pdf,[4],0.0,2019,Électricité de France SA,TEXT,"[""In this Universal Registration Document (the ""Universal Registration Document""), unless otherwise stated, the terms ""Company"" and ""EDF"" refer to Électricité de France SA, and the terms ""EDF group"" and ""Group"" refer to EDF and its subsidiaries and affiliates.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
142,What is the company name?,"Investing in low-carbon research and technology We believe new technologies and innovation will provide future solutions to energy and climate challenges. This is why Equinor’s R&D projects are essential. Equinor’s current ambition is to increase the low carbon (renewable energy, low carbon solutions, and energy efficiency) share of R&D funding to 25% by 2020. ",Enel,Enel annual-report-2017.pdf,[5],0.0,2017,Enel,TEXT,"[""Open to the world, to technology and, internally, among our people. This is the strategic concept of Open Power. But in order to transfer to our customers and stakeholders the essence of a new innovative and open Enel, it is essential to instill this approach to openness within the company.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
143,What is the company name?,It gives us great pleasure to present NOVATEK's Eleventh Sustainability Report 2017 prepared in accordance with the new provisions of the international GRI Standards,NOVATEK,Sustainability_Report_2017_Eng_small[1].pdf,[2],0.0,2017,NOVATEK,TEXT,"[""It gives us great pleasure to present NOVATEK's Eleventh Sustainability Report 2017 prepared in accordance with the new provisions of the international GRI Standards""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
144,What is the company name?,JSC OGK-2,PAO OGK-2,PAO OGK-2_AR 2018.pdf,[2],0.0,2018,JSC OGK-2,TEXT,"[""JSC OGK-2""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
145,What is the company name?,LUKOIL,LUKOIL,LUKOIL_ANNUAL_REPORT_2018_ENG.pdf,[1],0.0,2018,LUKOIL,TEXT,"[""LUKOIL""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
146,What is the company name?,LUKOIL GROUP SUSTAINABILITY REPORT 2018,LUKOIL,Lukoil_sustainability_report_2018.pdf,[1],0.0,2018,LUKOIL,TEXT,"[""LUKOIL GROUP SUSTAINABILITY REPORT 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
147,What is the company name?,Low carbon Creating a low-carbon business advantage Industry leader in carbon efficiency ,BASF SE,2015_BASF_Report.pdf,[1],0.0,2015,BASF,TEXT,"[""BASF Report 2015""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
148,What is the company name?,"Low carbon: To thrive in the energy transition, we aim to maintain our position as one of the industry leaders in carbon efficient oil and gas production, grow in new energy solutions and step up helping accelerating decarbonization of society. ",Total SA,NYSE_TOT_2017 annual.pdf,[1],0.0,2017,Total,TEXT,"[""TOTAL""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
149,What is the company name?,Lundin Petroleum ,Lundin Energy AB,ar_2019_e.pdf,[1],0.0,2019,Lundin Petroleum,TEXT,"[""Lundin Petroleum ""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
150,What is the company name?,Management Board's report on activities of PGE Polska Grupa Energetyczna S.A. and PGE Capital Group for year 2018,PGE,PGE_Mngmnt_Board_consolidated_report_PGE_CG_2018_with comments.pdf,[1],0.0,2018,PGE,TEXT,"[""Management Board's report on activities of PGE Polska Grupa Energetyczna S.A. and PGE Capital Group for year 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
151,What is the company name?,Management of climate-related risks is embedded in Equinor’s enterprise risk management process. We use ,DCP Midstream,2019 DCP Midstream annual report.pdf,[1],0.0,2019,DCP Midstream,TEXT,"[""DCP MIDSTREAM, LP (Exact name of registrant as specified in its charter)""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
152,What is the company name?,"Maturing opportunities in onshore We believe in diversifying our offshore wind business and pursuing additional growth options. Having a flexible portfolio gives us the ability to provide power from numerous renewable energy sources including offshore wind, solar and onshore wind. ",Brigham Minerals,10 K Report.pdf,[15],0.0,2019,Brigham Minerals,TEXT,"[""Brigham Minerals, Inc. was incorporated as a Delaware corporation in June 2018 for the purpose of completing the IPO and related transactions. On April 23, 2019, in connection with the IPO,
Brigham Minerals became a holding company whose sole material asset consists of units in Brigham LLC (the ""Brigham LLC Units""). Brigham LLC wholly owns Brigham Resources, which wholly
owns the Minerals Subsidiaries, which own all of our operating assets. The remainder of the Brigham LLC Units are held by affiliates of Warburg Pincus LLC (""Warburg Pincus""), Yorktown Partners
LLC (""Yorktown""), Pine Brook Road Advisors, LP (""Pine Brook"") and certain of our management members and other prior investors (together with Warburg Pincus, Yorktown and Pine Brook, the
""Original Owners"").""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
153,What is the company name?,"More data is available in our sustainability performance data and in our Payments to governments report, at Equinor.com.",ROMGAZ,2017 Sustainability Report.pdf,[6],0.0,2017,ROMGAZ SA,TEXT,"[""Societatea Naţională de Gaze Naturale “ROMGAZ” SA is a Romanian legal entity, legally
established as a joint stock company, performing its activity in compliance with the Romanian
laws and with the company’s Articles of Incorporation.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
154,What is the company name?,"Naturally occurring water with a low concentration of salts, or generally accepted as suitable for abstraction and treatment to produce potable water. Includes water from public installations, wells (including groundwater reservoirs), lakes, streams, rivers and purchased fresh water. Fresh water produced from salt water on facilities/installations is not included.",Canadian Natural Resources Ltd,Canadian Natural Resources Annual Report 2017.pdf,[2],0.0,2017,Canadian Natural,TEXT,"[""Canadian Natural demonstrated strong operational and financial performance throughout 2017 and completed its transition to a long life low
decline asset base. The Company's focus on disciplined and balanced capital allocation continues, generating sustainable free cash flow for
years to come.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
155,What is the company name?,"Need for efficient climate policies Forceful actions are needed to advance the energy transition, enabling society to combat climate change while promoting affordable energy, economic growth, and sustainable development. ","Aktsionernoe Obshchestvo Rosneftegaz, Moscow",Rosneft_CSR18_EN_Book sustainabilitz 2018.pdf,[1],0.0,2018,Rosneft,TEXT,"[""ROSNEFT""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
156,What is the company name?,"New Energy Solutions’ (NES) gross capital expenditure, before including the effect of project financing.",BP,bp-annual-report-and-form-20f-2018.pdf,[1],0.0,2018,BP,TEXT,"[""BP Annual Report and Form 20-F 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
157,What is the company name?,Norway: 40 % reduction in absolute CO₂ emissions by 2030 Equinor renewable equity generation capacity expected to increase ten-fold from 2019 to 2026 to 4-6GW ,Eni SpA,Annual-Report-2018.pdf,[5],0.0,2018,Eni,TEXT,"[""Eni Annual Report 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
158,What is the company name?,"Number of fatal accidents, lost-time injuries, injuries involving substitute work and medical treatment injuries per million hours worked.",CenterPoint Energy,CenterPoint Energy Corporate Responsibility report 2016.pdf,[1],0.0,2016,CenterPoint Energy,TEXT,"[""CenterPoint Energy 2016 Corporate Responsibility Report""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
159,What is the company name?,"OMV Aktiengesellschaft Trabrennstrasse 6 - 8 1020 Vienna, Austria Tel. +43 1 40440-0 info@omv.com www.omv.com",OMV,Sustainability Report 2016_EN.pdf,[61],0.0,2016,OMV Aktiengesellschaft,TEXT,"[""OMV Aktiengesellschaft Trabrennstrasse 6 - 8 1020 Vienna, Austria Tel. +43 1 40440-0 info@omv.com www.omv.com""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
160,What is the company name?,OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data,OMV,Sustainability Report 2012_EN.pdf,[2],0.0,2012,OMV,TEXT,"[""OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
161,What is the company name?,OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.,OMV,Sustainability Report 2013_EN.pdf,[2],0.0,2013,OMV ,TEXT,"[""OMV Sustainability Report 2013 This report covers the business year 2013 and updates the priorities set out in our 2012 report.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
162,What is the company name?,"OMV Sustainability Report 2014 This report covers the operations of OMV Group, headquartered in Vienna, Austria, for the 2014 business year.",OMV,Sustainability Report 2014_EN.pdf,[2],0.0,2014,OMV Group,TEXT,"[""OMV Sustainability Report 2014 This report covers the operations of OMV Group, headquartered in Vienna, Austria, for the 2014 business year.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
163,What is the company name?,"Oil in regulated or controlled discharges to the sea from Equinor operated activities. This includes produced water, process water, displacement water, ballast water, jetting water, drainage water and water discharged from treatment plants. ","Aktsionernoe Obshchestvo Rosneftegaz, Moscow",annual 2018.pdf,[1],0.0,2018,Rosneft,TEXT,"[""ROSNEFT""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
164,What is the company name?,"Open to the world, to technology and, internally, among our people. This is the strategic concept of Open Power. But in order to transfer to our customers and stakeholders the essence of a new innovative and open Enel, it is essential to instill this approach to openness within the company.",Enel,Enel annual-report-2017.pdf,[5],0.0,2017,Enel,TEXT,"[""Open to the world, to technology and, internally, among our people. This is the strategic concept of Open Power. But in order to transfer to our customers and stakeholders the essence of a new innovative and open Enel, it is essential to instill this approach to openness within the company.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
165,What is the company name?,"Other reports The following Equinor reports provide additional information about our business activities and impacts: • Annual report and Form 20-F, including Payments to ",LUKOIL,Lukoil_sustainability_report_2018.pdf,[1],0.0,2018,LUKOIL,TEXT,"[""LUKOIL GROUP SUSTAINABILITY REPORT 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
166,What is the company name?,"Our actions Anti-bribery and corruption compliance - Our ethics and anti-corruption training efforts during 2019 included both general and targeted training sessions through a combination of e-learning and workshops. In 2019, we had particular focus on integrating money laundering into to our anti-corruption workshops to increase awareness of money laundering risk within the organisation. ",Transneft PJSC,annual 2017.pdf,[1],0.0,2017,TRANSNEFT,TEXT,"[""TRANSNEFT EVOLUTION""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
167,What is the company name?,Our ambition is that all teams are diverse and inclusive by 2025,Coal India Limited,Coal India Ltd Annual Report 2018-2019.pdf,[11],0.0,2019,Coal India Limited,TEXT,"[""I am delighted to welcome you all to the 45th Annual General Meeting of Coal India Limited. The Directors""™ Report and the Financial Statement
for the year ended 31st March""™ 2019 together with the report of Statutory Auditors and report and review of Comptroller & Auditor General of
India are already with you. I am sure you are fully aware of the financial & physical health of your company.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
168,What is the company name?,Our business contributes to the Sustainable Development Goals. We believe in transparency and collaboration for greater impact .,CenterPoint Energy,CenterPoint Energy Annual report 2015.pdf,[1],0.0,2015,CenterPoint Energy,TEXT,"[""CenterPoint Energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
169,What is the company name?,"Our management approach: Sustainability governance and performance framework At Equinor, our approach to sustainability is embedded in how we work. This includes our corporate governance principles, performance and reward framework and management system. ",Intercontinental Exchange,2019-Annual-Report_Web_BMK_vF.pdf,[2],0.0,2019,Intercontinental Exchange,TEXT,"[""As I look back on the past two decades, they are largely defined by rapid
advancements in technology. From consumer and industrial goods to
healthcare and financial services, advancements in technology have
reshaped and disrupted industries, while also creating new opportunities
for those with the acumen to innovate and successfully execute on a
vision. Twenty years ago, in May of 2000, we launched Intercontinental
Exchange, a name we chose to reflect our vision of better serving global
markets through our innovative, web-based, technology platform. We
aspired to create a more transparent market that was easily accessible
to all participants. In the years since, our focus on leading technology,
customer-driven product innovation and operating efficiency has
remained core to our strategy. We have built new technology from
scratch; we have acquired old technology and refurbished it; and we
have innovated, developing countless new products and content that
seamlessly flow through a global distribution platform. It is our
operating expertise, leading technology infrastructure and innovative
culture that underpin the quality of the networks we operate and,
ultimately, have proven to be our most valuable competitive advantages.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
170,What is the company name?,"Our performance In 2019, we experienced no major accidents or incidents with fatalities 1.",ROMGAZ,2019 Annual Report.pdf,[1],0.0,2019,"Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA ",TEXT,"[""Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA Consolidated Board of Directors""™ Report 2019""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
171,What is the company name?,Our purpose To turn natural resources into energy for people and progress for society. ,ROMGAZ,2018 Annual Report.pdf,[1],0.0,2018,"Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA ",TEXT,"[""Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA Consolidated Board of Directors""™ Report 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
172,What is the company name?,Our strategic response to climate related risks We acknowledge that an energy transition is ongoing and want to be in the forefront of this change. We believe that the energy transition represents opportunities for ,PGE,PGE_Mngmnt_Board_consolidated_report_PGE_CG_2018_with comments.pdf,[6],0.0,2018,PGE,TEXT,"[""Capital Group of PGE Polska Grupa Energetyczna S.A. (""PGE Capital Group"", the ""Capital Group"", ""PGE Group"", the ""Group"") is the largest vertically integrated producer of electricity and heat in Poland.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
